11, 20.012895, 1766736327
12, 20.012895, 1766736327
13, 20.012895, 1766736327
15, 20.012895, 1766736327
14, 20.012895, 1766736327
11, 20.056385, 1766736328
13, 20.056385, 1766736328
12, 20.056385, 1766736328
14, 20.056385, 1766736328
15, 20.056385, 1766736328
11, 20.283212, 1766736329
13, 20.283212, 1766736329
12, 20.283212, 1766736329
14, 20.283212, 1766736329
15, 20.283212, 1766736329
15, 20.389948, 1766736330
13, 20.389948, 1766736330
12, 20.389948, 1766736330
11, 20.389948, 1766736330
14, 20.389948, 1766736330
14, 20.255824, 1766736332
15, 20.255824, 1766736332
12, 20.255824, 1766736332
13, 20.255824, 1766736332
11, 20.255824, 1766736332
15, 20.392420, 1766736333
14, 20.392420, 1766736333
13, 20.392420, 1766736333
12, 20.392420, 1766736333
11, 20.392420, 1766736333
14, 20.486427, 1766736334
13, 20.486427, 1766736334
12, 20.486427, 1766736334
15, 20.486427, 1766736334
11, 20.486427, 1766736334
14, 20.562809, 1766736335
12, 20.562809, 1766736335
15, 20.562809, 1766736335
13, 20.562809, 1766736335
11, 20.562809, 1766736335
14, 20.590158, 1766736336
12, 20.590158, 1766736336
15, 20.590158, 1766736336
13, 20.590158, 1766736336
11, 20.590158, 1766736336
